Phase,Step,Ux,Uy,Uz,Fx,Fy,Fz,Mx,My,Mz,Rotx,Roty,Rotz
2,55,0.00918469112366438,-3.92784204450436e-06,0.00261898501776159,570.999633789062,3.80901074409485,33.7812156677246,4.4638819694519,66593.9609375,-7.00080966949463,5.13886020265238e-05,0.126936437702682,2.66112501443736e-05
2,56,0.00938078295439482,-4.79308982903603e-06,0.00271001318469644,574.636413574219,3.47006011009216,33.4416351318359,4.82540416717529,67239.7421875,-10.1114568710327,5.8646410819461e-05,0.129602492655448,2.83315514102606e-05
2,57,0.00957672391086817,-5.76121328776935e-06,0.00280183157883584,578.659729003906,2.84324645996094,32.8286476135254,3.55425095558167,67872.1953125,-3.53424549102783,6.72395664880797e-05,0.132261757439684,3.05266190096705e-05
2,58,0.00977239292114973,-6.84689484842238e-06,0.00289448536932468,582.902160644531,2.01953911781311,28.7783527374268,5.37688112258911,68482.875,-4.42659759521484,7.75714639224065e-05,0.134914405478161,3.23714766999931e-05
2,59,0.00996766984462738,-7.90933881944511e-06,0.00298802671022713,587.05615234375,3.85276079177857,26.2199954986572,3.96913480758667,69091.40625,-5.20373153686523,8.8518867591133e-05,0.137560570173012,3.5415344677688e-05
2,60,0.0101625313982368,-8.88234444573754e-06,0.00308236782439053,592.689880371094,2.29573559761047,21.8588771820068,5.25373411178589,69688.703125,1.05446672439575,9.83373622296662e-05,0.140201185339163,3.74670896640419e-05
2,61,0.0103569850325584,-9.67647247307468e-06,0.00317760207690299,597.251647949219,0.415394634008408,20.8294773101807,6.08455419540405,70277.1328125,-4.86003971099854,0.000106436050649287,0.1428353305019,3.95126726183116e-05
2,62,0.010550944134593,-1.01286550489021e-05,0.00327359582297504,603.471862792969,-2.69366765022278,19.9051151275635,11.9336671829224,70868.65625,-0.28460219502449,0.000111671185438103,0.145464699868304,4.01933622090196e-05
2,63,0.0107444208115339,-1.03332185972249e-05,0.00337048224173486,605.532043457031,-0.141945138573647,20.1086463928223,8.04796123504639,71440.796875,0.991970539093018,0.000113835074848749,0.148087959417051,3.97610396398322e-05
2,64,0.0109373442828655,-1.0398023732705e-05,0.00346810510382056,609.933166503906,1.33117079734802,21.2032451629639,4.37122440338135,72013.0546875,-2.0501983165741,0.000114429795623972,0.150706936757354,3.86498350527732e-05
2,65,0.0111298197880387,-1.03698121165507e-05,0.0035664311144501,616.489562988281,1.67253136634827,22.261417388916,1.31621599197388,72579.6875,-1.66564798355103,0.000114420845695765,0.153321431786015,3.69915058516326e-05
2,66,0.0113220252096653,-1.03399324871134e-05,0.00366523070260882,618.428100585938,-0.339579582214355,21.2131881713867,5.32256269454956,73132.90625,0.165265366435051,0.000114383456621596,0.155932725163502,3.6331080618022e-05
2,67,0.0115138683468103,-1.02807935036253e-05,0.00376459187828004,624.758056640625,-1.74793255329132,20.8740863800049,5.34462881088257,73687.359375,4.17691469192505,0.00011455483406783,0.158540443363845,3.59414460797695e-05
2,68,0.011705338023603,-1.01784225989832e-05,0.00386453745886683,628.661071777344,-6.02195405960083,22.5201263427734,6.80199098587036,74234.2109375,15.868257522583,0.00011499044935078,0.161144426304486,3.63641999120311e-05
2,69,0.0118965562433004,-1.0179179298575e-05,0.00396502064540982,632.535827636719,-1.93389105796814,23.4759120941162,-2.40172481536865,74769.9296875,10.8800230026245,0.000116645104782263,0.163744500562653,3.70906064395085e-05
2,70,0.0120874019339681,-1.02499207059736e-05,0.0040658782236278,635.140075683594,1.01293635368347,24.0901737213135,-8.37794303894043,75306.390625,-3.32894587516785,0.0001185982214295,0.166342827252887,3.81041923227288e-05
2,71,0.0122779095545411,-1.03376423794543e-05,0.00416730297729373,646.905334472656,-1.19738364219666,24.2024726867676,-6.27479934692383,75842.6796875,0.1190080717206,0.000120572364545626,0.168937392002993,3.83983316481145e-05
2,72,0.0124684050679207,-1.0472100257175e-05,0.00426919618621468,655.736755371094,-1.81126070022583,23.5032482147217,-4.30646848678589,76360.625,0.24368691444397,0.000122651692116399,0.171527527802309,3.92006725191677e-05
2,73,0.0126585783436894,-1.05984709080076e-05,0.00437148474156856,659.649841308594,-4.16725873947144,19.7473621368408,-0.631442308425903,76867.9765625,-1.17016530036926,0.000125291894882364,0.174115489146869,4.0469790577495e-05
2,74,0.0128484396263957,-1.08526946860366e-05,0.0044741821475327,664.3515625,-1.13617742061615,17.7752380371094,-4.22514057159424,77375.2109375,1.68158876895905,0.000128273823364193,0.176701035912836,4.25828269390046e-05
2,75,0.0130381276831031,-1.11589024527348e-05,0.00457727489992976,668.013061523437,-1.09225015876291e-06,14.6478748321533,-8.60789012908936,77875.21875,-1.47361862659454,0.000131745744130915,0.179283661172108,4.40565785268715e-05
2,76,0.0132275866344571,-1.14186677819816e-05,0.00468088407069445,670.020446777344,-1.39739716053009,11.5645799636841,-4.18194675445557,78363.4921875,0.855319440364838,0.00013495736138162,0.181862457790184,4.53712637051203e-05
2,77,0.013416763395071,-1.18225279948092e-05,0.004784912802279,673.192443847656,6.24135732650757,11.7418718338013,-14.122745513916,78857.1328125,-3.71552515029907,0.000139282091755748,0.184438626386256,4.73711362363967e-05
2,78,0.0136057501658797,-1.22613237181213e-05,0.00488946679979563,676.494689941406,5.43318319320679,11.9466905593872,-8.50532531738281,79349.8046875,-2.96077346801758,0.000144440885089989,0.187010686196655,4.89062215389632e-05
2,79,0.013794501312077,-1.26740369523759e-05,0.00499444175511599,677.956970214844,2.79040741920471,11.2317581176758,-3.30776286125183,79828.7734375,-3.59409189224243,0.000149776084505527,0.189579864520998,5.12385343984326e-05
2,80,0.013983016833663,-1.32124541778467e-05,0.00509989866986871,682.912658691406,1.95898330211639,10.5936861038208,-2.15717625617981,80306.5234375,-3.25934314727783,0.000156303760891122,0.192145574389903,5.32534635229044e-05
2,81,0.0141714625060558,-1.37835222631111e-05,0.00520575232803822,686.414245605469,0.275421917438507,11.371337890625,-1.06118524074554,80778.1796875,-1.3456027507782,0.000162823959461883,0.194707829143583,5.61782043084495e-05
2,82,0.0143597144633532,-1.43595580084366e-05,0.00531204091385007,689.302490234375,0.209946766495705,11.1018848419189,-1.35853230953217,81245.75,-1.65199553966522,0.000169807000899221,0.197266855565664,5.86917857829908e-05
2,83,0.014547654427588,-1.50000141729834e-05,0.00541873602196574,693.945373535156,-0.0292559005320072,9.36651420593262,-0.943014860153198,81711.078125,-0.181175425648689,0.000176670084637972,0.199823507429791,6.11038370312129e-05
2,84,0.0147354369983077,-1.55664802150568e-05,0.00552597735077143,697.924194335938,0.435952216386795,8.95410346984863,-3.24603509902954,82171.9765625,-3.45788335800171,0.000182523845759886,0.202375703662701,6.27662243147938e-05
2,85,0.0149230640381575,-1.60533272719476e-05,0.00563360238447785,706.471252441406,0.0263371895998716,9.23379802703857,-2.33065962791443,82633.0390625,2.00109076499939,0.00018720779785218,0.204924978388916,6.43097221590484e-05
2,86,0.0151103809475899,-1.65457804541802e-05,0.00574166467413306,707.924255371094,-2.61434268951416,8.6035852432251,2.92930841445923,83081.84375,3.65447354316711,0.000191873315958429,0.207471558392059,6.57270677037503e-05
2,87,0.0152975302189589,-1.70112307387171e-05,0.0058502466417849,712.644592285156,-3.81149959564209,6.55510330200195,3.86325335502625,83522.703125,1.90806365013123,0.000196800401253238,0.210013989588891,6.58972596427553e-05
2,88,0.0154844457283616,-1.74448832694907e-05,0.00595925096422434,713.332580566406,-2.34827518463135,5.10754251480102,2.2989981174469,83954.8828125,1.76092123985291,0.000202744964412419,0.212553485938813,6.6308962854054e-05
2,89,0.0156710762530565,-1.7903574189404e-05,0.0060686282813549,716.180236816406,-2.10716485977173,5.05107736587524,1.1148829460144,84395.3046875,2.36973977088928,0.000209620046526539,0.215090781153554,6.71368572683066e-05
2,90,0.0158576108515263,-1.82948406290961e-05,0.00617823610082269,720.928649902344,-0.780783116817474,5.4343900680542,0.631499648094177,84839.078125,3.6897144317627,0.000216023765755089,0.217626342140576,6.79435167728397e-05
2,91,0.0160440802574158,-1.85777389560826e-05,0.0062881913036108,726.36572265625,1.83499372005463,6.83079290390015,-2.44904661178589,85268.65625,1.59746730327606,0.000221671899996625,0.220158888239409,6.85298803734708e-05
2,92,0.0162303168326616,-1.87815694516758e-05,0.00639846222475171,729.162658691406,1.49129927158356,8.51941013336182,0.843317449092865,85697.3984375,-0.39472234249115,0.000226356216860375,0.222689526687752,6.87941638066172e-05
2,93,0.016416497528553,-1.90573355212109e-05,0.00650911312550306,730.875549316406,1.46497535705566,9.17488002777099,6.68032455444336,86117.109375,1.11300826072693,0.000231186937353222,0.225216790062149,7.0731660419036e-05
2,94,0.0166027266532183,-1.929149220814e-05,0.00662002712488174,732.8076171875,0.915690183639526,9.54809188842773,3.76132392883301,86529.8046875,1.42838621139526,0.000234381110711832,0.227741318692836,7.26896558844878e-05
2,95,0.0167886577546597,-1.95097363757668e-05,0.00673134252429009,739.469116210937,0.298532396554947,9.92809391021728,4.97453165054321,86944.09375,0.935942649841309,0.00023749909894649,0.230263446085142,7.36282128389945e-05
2,96,0.0169743038713932,-1.96783694264013e-05,0.00684302020817995,745.140502929688,-0.357452869415283,8.71343040466309,2.66677117347717,87354.1796875,-3.37455296516418,0.000239860368797113,0.232783439043333,7.41326787341331e-05
2,97,0.017159691080451,-1.98193192773033e-05,0.00695502804592252,749.857238769531,0.189910024404526,9.00419998168946,2.35631155967712,87760.828125,-3.56060147285461,0.000241623960618214,0.23530151101082,7.37062218202224e-05
2,98,0.0173448137938976,-2.00812573893927e-05,0.00706740282475948,751.110046386719,-0.279736042022705,10.8084697723389,3.29956197738647,88167.5546875,-3.16546678543091,0.000244552476136943,0.237817315142059,7.41287378996605e-05
2,99,0.0175295099616051,-2.02877454285044e-05,0.00718015851452947,755.68701171875,0.751613855361938,10.6178245544434,3.63339638710022,88578.4375,-2.2437436580658,0.000247733934604825,0.240331518447711,7.48567696142468e-05
2,100,0.0177138186991215,-2.05024298338685e-05,0.00729337567463517,756.740051269531,-1.58879709243774,10.9344635009766,7.60440158843994,88979.7578125,2.43451881408691,0.000251038894265433,0.242843107071572,7.66014519436555e-05
2,101,0.0178978983312845,-2.06912827707129e-05,0.00740698771551251,759.806030273437,-0.104752853512764,12.9835824966431,7.25705289840698,89382.296875,1.96635019779205,0.00025411743507271,0.245352000972362,7.92938691379375e-05
2,102,0.0180818159133196,-2.09645131690195e-05,0.00752091640606523,762.282592773437,0.0370538532733917,13.5474815368652,6.9909086227417,89778.5,3.41831493377686,0.000258015956056415,0.247858627036904,8.30041159404956e-05
2,103,0.0182657521218061,-2.12278500839602e-05,0.00763516267761588,765.199279785156,-1.34426832199097,14.2327270507813,8.90939807891846,90161.6171875,3.21051454544067,0.000261368804998083,0.250362131491551,8.64109445437737e-05
2,104,0.0184496268630028,-2.17151955439476e-05,0.00774956773966551,766.67041015625,-0.096828743815422,16.4040050506592,5.13693237304687,90548.0,0.57280296087265,0.00026596927653732,0.252864381966156,8.94560631664583e-05
2,105,0.0186332929879427,-2.22467879211763e-05,0.00786422286182642,771.04736328125,-0.250992327928543,15.2825984954834,3.6918613910675,90936.578125,0.528371751308441,0.000271180636043781,0.255365245058586,9.18289079970108e-05
2,106,0.0188167504966259,-2.29546640184708e-05,0.00797925516963005,775.756225585937,-0.0877215936779976,15.6445770263672,4.72174310684204,91316.7109375,0.648733615875244,0.000278295555389765,0.257863466788797,9.43817545132056e-05
2,107,0.0190000180155039,-2.37474068853771e-05,0.00809450913220644,778.827087402344,0.467738807201385,15.6920080184937,2.79678606987,91692.59375,-3.41344666481018,0.000286227979677302,0.260360461219392,9.65123715561059e-05
2,108,0.0191832110285759,-2.4578668671893e-05,0.00821004528552294,783.946105957031,1.6721818447113,17.2592067718506,-0.732911050319672,92070.5546875,-1.03000593185425,0.000295156282148037,0.26285510777246,9.86183795533248e-05
2,109,0.0193663593381643,-2.54238493653247e-05,0.00832569971680641,787.9365234375,0.826282501220703,16.6669254302979,1.13552379608154,92436.921875,-2.34575033187866,0.000304774862487733,0.265348820510602,0.00010094019546279
2,110,0.0195494201034307,-2.61301865975838e-05,0.00844159442931414,788.993713378906,-0.809504747390747,17.155481338501,3.51789665222168,92800.4765625,-1.61848831176758,0.000313363562733577,0.267840665618893,0.000102773927623726
2,111,0.0197322610765696,-2.6854089810513e-05,0.00855767261236906,791.841430664062,-0.0505048707127571,17.3788528442383,2.47003793716431,93162.8984375,-1.97680461406708,0.00032110390879479,0.270331763675244,0.000103339127966173
2,112,0.0199150256812572,-2.75953389063943e-05,0.00867401994764805,795.121032714844,-2.07472968101502,17.8992004394531,5.55573797225952,93525.296875,0.0705797076225281,0.00032962887825637,0.272820647256199,0.000104063069029439
2,113,0.020097628235817,-2.83423523796955e-05,0.008790522813797,800.139587402344,-0.519410848617554,17.8483810424805,1.3991471529007,93892.3203125,0.629742860794067,0.000339417624479968,0.275308783785215,0.000105294074984463
2,114,0.0202800296247006,-2.90563748421846e-05,0.00890716724097729,802.724853515625,0.314122498035431,16.9138736724854,-1.35088682174683,94257.609375,0.100980095565319,0.000348424873915672,0.277796520107833,0.000107116642533356
2,115,0.0204624477773905,-2.97435526590561e-05,0.00902407709509134,807.359924316406,1.90483748912811,17.9168930053711,-2.43051505088806,94620.609375,1.09953916072845,0.000356729729859078,0.28028164174866,0.000108809729243166
2,116,0.020644698292017,-3.02923454000847e-05,0.00914125237613916,809.338317871094,1.87286555767059,19.1398639678955,-4.3424072265625,94974.1015625,-1.88888692855835,0.000363464192577177,0.282765002481341,0.000110015839546365
2,117,0.0208266619592905,-3.08319868054241e-05,0.00925878901034594,809.643981933594,1.59592342376709,17.6353321075439,-2.83135938644409,95327.4453125,0.043399803340435,0.000370406366583969,0.285246228779907,0.000111670065068634
2,118,0.021008538082242,-3.12544361804612e-05,0.0093765864148736,810.20263671875,0.122827798128128,17.8200969696045,-0.504761934280396,95679.09375,0.713190734386444,0.000375856807724281,0.28772537400521,0.000113336249883615
2,119,0.0211901813745499,-3.15924007736612e-05,0.00949475076049566,812.378723144531,-1.27014100551605,16.2968997955322,1.32947361469269,96026.953125,4.89328765869141,0.000380506054418113,0.290202091311707,0.00011491645285556
2,120,0.0213718414306641,-3.18850034091156e-05,0.0096132755279541,817.8720703125,-1.79450786113739,15.8563823699951,-2.04269218444824,96364.640625,4.8833270072937,0.000385163742965625,0.292675313482339,0.000116668723733994
2,121,0.0215531550347805,-3.2097701478051e-05,0.00973227340728044,823.702270507813,-0.799155235290527,16.2350540161133,-5.29809904098511,96701.0390625,3.2158305644989,0.000388619249016858,0.295145867610327,0.000119283223139912
2,122,0.0217344183474779,-3.23494568874594e-05,0.00985143799334765,825.802612304687,-0.329579651355743,15.4444751739502,-8.25629329681397,97034.625,0.924417734146118,0.000391727492642639,0.297615061036566,0.000121539386701198
2,123,0.021915452554822,-3.24343236570712e-05,0.00997073017060757,829.094848632813,0.959201097488403,14.6044158935547,-12.9479084014893,97371.8828125,-1.74576127529144,0.000392980847363076,0.300084067699819,0.000123416318224484
2,124,0.0220962483435869,-3.2524829293834e-05,0.0100902589038014,831.638244628906,-0.395773500204086,12.9699354171753,-11.3017816543579,97707.59375,-2.58491039276123,0.000393795434132986,0.302551953785162,0.000124016640847057
