Phase,Step,Ux,Uy,Uz,Fx,Fy,Fz,Mx,My,Mz,Rotx,Roty,Rotz
2,125,0.0222769360989332,-3.25903929478954e-05,0.0102103883400559,833.540161132813,1.75181150436401,14.0303049087524,-10.9223966598511,98026.1015625,-1.73198616504669,0.00039452674879067,0.30501530419801,0.000121858340256209
2,126,0.0224573835730553,-3.25881483149715e-05,0.0103309201076627,835.271789550781,-0.180727556347847,14.3867168426514,-7.57253551483154,98346.078125,-1.93540227413178,0.000393831364121334,0.307475826485654,0.000119060386863375
2,127,0.0226375479251146,-3.25865621562116e-05,0.0104517210274935,839.397644042969,-1.21020901203156,13.7041730880737,-4.30588579177856,98668.078125,1.2043844461441,0.000393423810185339,0.309935094793255,0.000116637587884774
2,128,0.0228172596544027,-3.2764466595836e-05,0.0105730155482888,841.849792480469,-1.79319560527802,12.8603744506836,-4.54596138000488,98986.9453125,1.79625201225281,0.000396819519773007,0.312391695058212,0.000115366541748754
2,129,0.0229965895414352,-3.32033778249752e-05,0.0106948651373386,846.439819335937,-1.05220127105713,12.4157018661499,-3.45276284217834,99300.1953125,2.95484113693237,0.000404882271690504,0.314844960269863,0.000115818832298231
2,130,0.0231758132576942,-3.37715209752787e-05,0.0108169037848711,847.233093261719,0.11952805519104,10.5861196517944,-4.47225999832153,99612.078125,1.84175229072571,0.000413583060993543,0.317296838099339,0.000118511536098657
2,131,0.0233549308031797,-3.44427171512507e-05,0.0109391836449504,849.880249023437,1.60835897922516,9.45898532867432,-2.18752098083496,99918.875,0.110909722745419,0.000422521629175234,0.319747115103228,0.000122272264665119
2,132,0.0235340613871813,-3.51277085428592e-05,0.0110612576827407,852.666564941406,1.86863803863525,9.69347858428955,-1.88680469989777,100232.640625,-0.903407394886017,0.000430767235812256,0.322199072973983,0.000126343713373744
2,133,0.023713668808341,-3.60236663254909e-05,0.0111830057576299,853.386596679688,1.27187955379486,8.78378295898438,-0.233666226267815,100535.0,-0.967634320259094,0.000441322028147104,0.324652338185634,0.000131298925153267
2,134,0.0238932464271784,-3.7007197533967e-05,0.0113047333434224,857.450561523437,1.69162714481354,8.62485313415527,-1.09661674499512,100843.34375,-2.15430617332458,0.000451403737959522,0.327105896881977,0.000134391066724807
2,135,0.0240725055336952,-3.78208824258763e-05,0.0114267719909549,861.472961425781,-2.1221981048584,7.65118741989136,5.84704732894897,101153.6328125,1.42977464199066,0.000460766222682488,0.329557774711452,0.000135766815296052
2,136,0.0242516063153744,-3.8460497307824e-05,0.0115492539480329,862.871704101562,-0.765411078929901,6.31643104553223,2.150559425354,101453.984375,0.339233040809631,0.0004680396091707,0.332006210765917,0.000135359782462136
2,137,0.0244306791573763,-3.88723601645324e-05,0.0116720488294959,864.578308105469,-0.161353334784508,4.81624984741211,1.7209267616272,101755.484375,0.0731110274791718,0.000473034216267396,0.334451738653899,0.000134244415572221
2,138,0.0246097929775715,-3.92196780012455e-05,0.0117951733991504,867.452575683594,-0.4294253885746,3.80788993835449,1.33341407775879,102057.0390625,0.0453880876302719,0.000476466924102673,0.336894144931986,0.00013431966271243
2,139,0.0247889049351215,-3.94583257730119e-05,0.0119185363873839,870.524291992188,-0.719769954681396,2.97179245948791,0.210810080170631,102351.3515625,-0.250542432069778,0.000478895311901072,0.339334576858517,0.000135682110153108
2,140,0.0249674990773201,-3.95315910282079e-05,0.012042386457324,873.206787109375,0.704742848873138,1.28048324584961,-0.132682517170906,102642.3984375,-2.0077805519104,0.000479410212865343,0.341772847670506,0.000137151696181231
2,141,0.0251458398997784,-3.96129398723133e-05,0.01216662209481,875.759765625,-0.425610363483429,0.517797291278839,2.00460386276245,102926.28125,-0.662230789661407,0.000479857057898095,0.344208690563688,0.00013873509090341
2,142,0.0253237914294004,-3.96898758481257e-05,0.0122912870720029,877.624877929688,0.0287099275738001,-0.826654851436615,2.83412837982178,103209.375,-0.647208213806152,0.000480864243996407,0.346642185579343,0.000142272188512665
2,143,0.0255018174648285,-3.9914608350955e-05,0.0124161615967751,880.78076171875,0.932417929172516,-0.345572918653488,2.10102343559265,103490.9765625,-0.958994209766388,0.000482969600616028,0.34907349280003,0.000145322459532156
2,144,0.0256793592125177,-4.01513316319324e-05,0.0125414170324802,882.781372070312,-0.302831947803497,-0.362712025642395,1.29722774028778,103771.0078125,-0.172579407691956,0.000485758591053102,0.351503305916836,0.000149946041948596
2,145,0.0258571375161409,-4.0323895518668e-05,0.0126665579155087,883.518676757813,0.0957887023687363,-0.696802854537964,0.824641406536102,104054.90625,-1.5412632226944,0.000486357754223549,0.353932958951083,0.000150468433755253
2,146,0.0260349940508604,-4.06446088163648e-05,0.012791502289474,886.605712890625,-0.133032917976379,-1.13279092311859,1.60043346881866,104348.265625,0.748755156993866,0.000489451068274766,0.356363892645799,0.000150199010952852
2,147,0.0262129250913858,-4.09839740314055e-05,0.0129163730889559,889.73095703125,-0.0888287499547005,-1.50695776939392,1.4653844833374,104635.203125,0.14362496137619,0.000493626711344089,0.358795359949044,0.000148865015685688
2,148,0.0263909697532654,-4.13598136219662e-05,0.0130412466824055,891.051696777344,-0.0388563014566898,-2.20207834243774,1.41352605819702,104916.359375,1.51823723316193,0.000497640083226008,0.361226400365466,0.000146291826647084
2,149,0.0265690647065639,-4.18588351749349e-05,0.0131661640480161,893.796081542969,0.244242131710052,-2.52438688278198,1.42553544044495,105193.5859375,0.792129099369049,0.000502906861938572,0.363656720410374,0.000145243108713074
2,150,0.0267476476728916,-4.23792334913742e-05,0.0132907852530479,896.020263671875,-0.091301217675209,-2.64930939674377,1.28456628322601,105460.078125,0.0124887144193053,0.000508511314798335,0.366087760826796,0.000145395231437489
2,151,0.0269255749881268,-4.28850726166274e-05,0.013415539637208,898.659423828125,-0.0917324125766754,-2.20288825035095,1.79442977905273,105742.8125,-0.0690540596842766,0.000513421763909271,0.3685193882126,0.000148064785278055
2,152,0.0271033514291048,-4.34344183304347e-05,0.0135407047346234,901.394470214844,-0.837907373905182,-1.25160324573517,2.33789753913879,106024.3203125,-1.04025316238403,0.000518299435699438,0.370947840627657,0.000147962362664425
2,153,0.0272811222821474,-4.38499082520138e-05,0.0136659359559417,903.484436035156,-0.573844730854034,-1.50313985347748,0.17028996348381,106298.359375,0.28001081943512,0.000524758443858571,0.373375972877596,0.000148673888470659
2,154,0.0274585038423538,-4.43832213932183e-05,0.0137913729995489,905.992858886719,-0.171406686306,-2.03330898284912,-2.21488928794861,106577.84375,-0.10066994279623,0.000531725109663077,0.375803544838581,0.000149387264189273
2,155,0.0276351049542427,-4.48781684099231e-05,0.0139174433425069,908.533081054687,0.585209548473358,-2.61246728897095,-2.60857892036438,106858.1953125,-0.277044922113419,0.000538683177283279,0.378228368715641,0.000147388368724395
2,156,0.0278121661394835,-4.48238133685663e-05,0.0140436049550772,911.200500488281,0.222688838839531,-3.10302901268005,-0.545568287372589,107118.859375,0.646880507469177,0.00054028301277605,0.380651111519438,0.000145137637652282
2,157,0.0279891453683376,-4.41621050413232e-05,0.0141700925305486,912.221801757813,-0.18790665268898,-2.7578296661377,-0.39007169008255,107373.4921875,1.65189552307129,0.000533754958591448,0.383072120095517,0.000143195854975264
2,158,0.0281647685915232,-4.42889468104113e-05,0.0142976837232709,915.328552246094,-0.0755058154463768,-2.27096128463745,-1.86722934246063,107631.7421875,0.810056686401367,0.000534477101852542,0.38548821947313,0.000150229300011195
2,159,0.0283401142805815,-4.47722850367427e-05,0.0144256483763456,917.933349609375,-0.0866381600499153,-1.15660035610199,-2.9656023979187,107898.0859375,-0.482990980148315,0.000536833369123206,0.387901464045113,0.000157064374513198
2,160,0.0285160280764103,-4.47835591330659e-05,0.0145531399175525,920.00927734375,-0.0371445491909981,-0.396320134401321,-2.88616347312927,108161.6953125,-0.399984210729599,0.000534843749275334,0.390316843051212,0.000159189337598541
2,161,0.0286914762109518,-4.49542858405039e-05,0.014681282453239,922.593872070312,0.133931532502174,-0.619715690612793,-2.80953478813171,108415.7109375,-0.987955808639526,0.000536436341449207,0.392729047086563,0.000157065651213292
2,162,0.0288664996623993,-4.52374479209539e-05,0.0148101774975657,924.515930175781,-0.118584766983986,-0.129738509654999,-2.32441663742065,108661.3125,0.00124623079318553,0.000542787325147361,0.395136528686434,0.000153146455504602
2,163,0.029040927067399,-4.58667018392589e-05,0.0149401528760791,926.695434570312,0.452193766832352,-0.152262225747108,-0.931836366653442,108903.546875,-0.0171769093722105,0.000551734230962317,0.397536859932018,0.000153280000939901
2,164,0.0292152836918831,-4.66553938167635e-05,0.015070328488946,928.170471191406,-0.00195980025455356,0.693453729152679,0.0906911864876747,109147.53125,0.496236234903336,0.000563346261250166,0.399935536991161,0.000154412290619832
2,165,0.0293904505670071,-4.72042956971563e-05,0.0152002908289433,930.287170410156,-0.080795906484127,0.607857346534729,0.0166887585073709,109378.6015625,-0.355957597494125,0.00056822648644052,0.402333413637512,0.00015460815986378
2,166,0.0295654274523258,-4.73581530968659e-05,0.015330795198679,932.769226074219,-0.0655964538455009,0.463028162717819,1.80680668354034,109613.703125,0.119864694774151,0.00056744837681614,0.40472672793094,0.000152610554126547
2,167,0.0297404360026121,-4.76900277135428e-05,0.0154614401981235,934.613525390625,-0.362626612186432,0.907641470432281,-1.34775102138519,109851.125,1.04300260543823,0.0005693811965374,0.407118121233664,0.000152438694660889
2,168,0.029915040358901,-4.79798218293581e-05,0.0155921895056963,936.805786132813,-0.242280751466751,0.601716876029968,-1.13506615161896,110086.0390625,-0.279543459415436,0.00057287466487509,0.409510608433873,0.000154646578114555
2,169,0.0300902891904116,-4.74616645078641e-05,0.0157222971320152,937.696838378906,0.440381467342377,0.156574234366417,0.319417268037796,110324.2578125,-0.547533214092255,0.000565528376206024,0.411905603594167,0.000155365816231558
2,170,0.0302652921527624,-4.68594880658202e-05,0.0158522557467222,939.716491699219,-0.319602578878403,0.762513816356659,1.70044040679932,110576.28125,-0.0995350703597069,0.000555738431447645,0.414302439703886,0.000154092073392279
2,171,0.0304402820765972,-4.68881989945658e-05,0.0159821044653654,942.709533691406,0.00950247887521982,1.52823388576508,1.3722231388092,110832.578125,0.354254573583603,0.000556906169096501,0.41669999618512,0.000151354984722274
2,172,0.0306154377758503,-4.68527323391754e-05,0.0161113776266575,944.801086425781,-0.418849438428879,1.90777575969696,0.656188607215881,111092.78125,-0.787082016468048,0.00056083486189058,0.419101714812878,0.000149940674597182
2,173,0.0307908784598112,-4.73616892122664e-05,0.0162397492676973,947.836059570312,-0.516859889030456,2.1988308429718,1.35147488117218,111367.7890625,0.267682582139969,0.000568551237256159,0.42150948989744,0.000148873548732232
2,174,0.0309671405702829,-4.76156674267258e-05,0.0163674913346767,950.080749511719,-0.492043912410736,2.40687155723572,0.386310547590256,111614.8515625,0.511288404464722,0.000572427976172961,0.423920920200425,0.000143961888058962
2,175,0.0311429612338543,-4.7904446546454e-05,0.0164951551705599,952.234069824219,0.602617561817169,2.89633679389954,0.0675869956612587,111876.421875,-0.204322919249535,0.000579164262748336,0.426333737885585,0.000141118194931143
2,176,0.0313182696700096,-4.88079094793648e-05,0.0166231002658606,954.080017089844,0.315017849206924,2.4543604850769,2.65998578071594,112144.8671875,0.0264521185308695,0.000594971425323263,0.42874591524051,0.000142336596729631
2,177,0.0314947217702866,-4.99010784551501e-05,0.0167508982121944,955.735473632813,0.481605708599091,3.16924166679382,2.67196226119995,112402.125,0.874860644340515,0.00060722008602104,0.431155077707247,0.000144048547334701
2,178,0.0316703766584396,-5.10487698193174e-05,0.0168791636824608,957.412780761719,0.176861763000488,2.79325532913208,4.14018774032593,112651.5703125,0.172201454639435,0.000619905690812068,0.433563839967587,0.000147370833639436
2,179,0.0318466126918793,-5.20084395247977e-05,0.01700777746737,959.7333984375,-0.315715312957764,2.95139622688293,0.291849315166473,112895.46875,-0.400047719478607,0.0006326711284416,0.435967559627329,0.000148414340552655
2,180,0.0320213250815868,-5.24833740200847e-05,0.0171376913785934,962.660034179688,0.0115792816504836,2.4980034828186,-1.07890963554382,113141.9765625,-0.419898927211762,0.000641498389219215,0.438365436273679,0.000147850599296029
2,181,0.0321956425905228,-5.31115474586841e-05,0.0172684565186501,964.365417480469,-0.458417624235153,2.82886338233948,-2.01957321166992,113393.4921875,0.198551386594772,0.000645474710743315,0.440756562772139,0.000148540434228224
2,182,0.0323700308799744,-5.28457057953346e-05,0.0173995215445757,966.147583007813,-0.199236199259758,2.63279819488525,-1.02232956886292,113624.7578125,0.678431987762451,0.000638522114694943,0.443145875001601,0.00014580784006365
2,183,0.03254309669137,-5.21512993145734e-05,0.0175324771553278,967.743286132813,0.232954770326614,2.47935056686401,-0.679434955120087,113847.7890625,0.0551804974675178,0.000629742534757558,0.445525422194983,0.000145596077206292
2,184,0.0327152609825134,-5.1406033890089e-05,0.0176681820303202,968.98681640625,-0.0538411550223827,1.61428582668304,-1.16095268726349,114017.484375,0.340646147727966,0.000621100213107785,0.447887306946059,0.000142465374080906
2,185,0.0328024700284004,-5.08870034536812e-05,0.0177369564771652,970.074890136719,-0.131423622369766,1.94306790828705,-1.09692907333374,114116.4140625,0.0497117340564728,0.000616486271079806,0.449055856263513,0.00013954776262318
2,186,0.0329703725874424,-5.02873881487176e-05,0.0178796853870153,970.526184082031,-0.14380344748497,-1.30854427814484,-1.4217209815979,114266.3515625,-0.0318583734333515,0.000610672230963864,0.45137854746814,0.000136855084877858
2,187,0.0331315211951733,-5.02183538628742e-05,0.0180295445024967,971.180847167969,-0.201543584465981,-3.74259185791016,-1.89730179309845,114336.046875,0.310963362455368,0.000609739249801603,0.453669382243592,0.000137842312766544
2,188,0.0331496112048626,-5.05049538332969e-05,0.0180525574833155,971.590209960937,-0.0750809982419014,-2.58912706375122,-0.593068778514862,114284.921875,0.0859009921550751,0.000613286600094263,0.453931384031286,0.000139102598144632
2,189,0.0331865847110748,-5.10009194840677e-05,0.0180979464203119,971.642639160156,-0.0432807207107544,1.59228503704071,2.95041561126709,114221.1953125,0.033571794629097,0.000620148576491095,0.454458802701258,0.000140138080085835
2,190,0.0332612991333008,-5.18906381330453e-05,0.0181862320750952,969.523620605469,-0.776793420314789,6.17685794830322,9.31368350982666,114169.796875,1.2001930475235,0.000633757105174259,0.45553466421724,0.000141011877079473
2,191,0.0334118232131004,-5.3378586017061e-05,0.018349427729845,970.478576660156,0.283405840396881,-0.371768027544022,5.73547601699829,114186.484375,0.000506216252688318,0.000658786054910819,0.457791508129401,0.000146770497989311
2,192,0.033498477190733,-5.26600233570207e-05,0.0184140428900719,974.147338867187,0.335490494966507,2.52035284042358,5.38514709472656,114430.5859375,-0.397541403770447,0.000647270480617795,0.459017740528829,0.000143662098032907
2,193,0.0336740426719189,-5.12285914737731e-05,0.018541919067502,976.454406738281,1.02292323112488,3.58895325660706,0.790591180324554,114812.1328125,-0.396019041538239,0.000624362937444888,0.461473460339714,0.000138718089948082
2,194,0.0338502526283264,-5.04713352711406e-05,0.0186716541647911,979.736450195312,0.145304962992668,4.7407112121582,0.302601963281632,115054.390625,-1.18450093269348,0.000611271029362856,0.463915679854816,0.000137850715537568
2,195,0.034028947353363,-5.0420370826032e-05,0.0188012607395649,982.654235839844,0.224156945943832,8.74166107177734,0.336031228303909,115344.9765625,-1.36137294769287,0.000607136188586319,0.466344132269873,0.00014179518469709
2,196,0.0342117324471474,-5.07961740368046e-05,0.0189262572675943,985.149291992188,-0.167692303657532,9.34608840942383,0.811504900455475,115672.0703125,-0.15141735970974,0.000608994542820488,0.468793768943527,0.000145049558373378
2,197,0.0343949198722839,-5.12997430632822e-05,0.0190509036183357,987.310424804687,-0.456018358469009,9.0599889755249,-1.69688773155212,115991.5078125,0.395390570163727,0.000612904892821387,0.471244632916799,0.000148507292135999
2,198,0.0345781110227108,-5.15691499458626e-05,0.0191755592823029,989.405944824219,0.610985040664673,8.6209716796875,-3.16427779197693,116298.3125,-0.631279528141022,0.000617428423638658,0.473695390168364,0.000149416406823042
2,199,0.0347607582807541,-5.15960455231834e-05,0.0193000752478838,991.924377441406,-0.132449790835381,8.08011245727539,-3.36003041267395,116621.9375,0.399707317352295,0.000617633060425085,0.476148121771486,0.000150132166583667
2,200,0.0349427051842213,-5.18102133355569e-05,0.019425118342042,994.680480957031,-0.263447642326355,7.1717381477356,-2.90726470947266,116940.8359375,0.684092283248901,0.000620592972344076,0.478598985744757,0.000151258059735578
2,201,0.0351240523159504,-5.21300935361069e-05,0.0195508748292923,997.394104003906,0.670246779918671,7.19506740570068,-3.47035217285156,117255.4375,-0.241133481264114,0.00062805322603782,0.481045527488944,0.000150401263697268
2,202,0.0353047698736191,-5.24235620105173e-05,0.0196771938353777,999.957580566406,0.196989551186562,6.92260503768921,-1.64221632480621,117570.953125,-0.471637815237045,0.000632215476783713,0.483489347829633,0.000151433723246413
2,203,,,,,,,,,,,,
